"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Ccnjl",6.93637376296096,-3.3890092400932,1.43642488812383,0.000965349327234239,0.0406956058406043
"Shroom1",23.3100701156411,-1.86207533646505,0.736543287204906,0.00041269195324393,0.0224375496120866
"Slc22a5",101.887661015303,1.11244391462311,0.480297048783712,0.00101488473422794,0.041963700416543
"Gm12222",8.32934013847952,2.93464381596163,1.16503731278646,0.000473593411130545,0.0246154454893635
"Fam83g",17.0795816393809,-1.54826918828862,0.716359823293057,0.0013071506119571,0.0497563035880847
"Zswim7",27.8284092294422,-1.39630636092283,0.477178921931069,0.000173128538320962,0.0128771812813212
"Cldn7",20.5390737134472,-3.55296891976283,0.834220739988299,3.35170617112827e-06,0.000774603236906109
"Nos2",15.5608160284429,-2.88710123186416,0.821496293380586,3.9269663986276e-05,0.00462025446645804
"9130204K15Rik",9.42779906561053,-4.14891611981917,1.32667164182686,0.000111603385183409,0.00931852265189471
"Tmem132e",7.23916105198572,-5.17280947461562,2.52466114855127,0.000114011853411905,0.00945859876190307
"Car4",112.564054198716,-3.50248998907407,0.531544888508447,1.94385594921519e-12,3.14467296184287e-09
"Epn3",20.0689238620986,-1.96563752031742,0.623894596009647,9.006848493653e-05,0.00838608871977389
"Acsf2",39.2284570172633,0.884138519637161,0.375190200123698,0.00111532409183087,0.0447837186069367
"Col1a1",88.3742352132907,1.96477823977534,0.742881861776648,0.000326371588129307,0.0189412605092802
"Epop",33.737631125071,-1.86632265362049,0.935177627910059,0.00108252166651517,0.0437772343618341
"Jup",87.3863919851647,-1.52253904812188,0.548742286191929,0.000190809154829173,0.0135684180318635
"Limd2",40.4432807764464,-1.95056774216488,0.563829290112903,2.30020817288462e-05,0.00313360991299713
"St6gal0c2",8.07207802065413,-3.75054066259553,1.36315356020517,0.000363871323459353,0.0202112560867423
"Enpp7",17.523066738254,2.3644588696401,0.734471841905643,5.79476342721986e-05,0.00614719903894094
"Slc25a10",31.0832350102741,-1.35063417010799,0.6167876352329,0.00103102052002849,0.0423602145085991
"Notum",13.2819705420593,4.48779231036994,1.22101320427436,1.06295773006665e-05,0.00183423985900302
"Hmga1b",28.4672543649426,-1.76575612680913,0.584297688042668,0.000107409707823302,0.0091453713069025
"Slc16a3",39.9311236234913,-1.95116293730697,0.555010957671558,1.9326799820413e-05,0.00277919381417538
"Tex19.1",56.0930947232651,-1.99794557580317,0.755445411095368,0.000234371741243299,0.0155550721803629
"Gm48544",9.57160429462367,-2.42894019328842,0.917309721306644,0.000625650946653167,0.0299129678423043
"Gpld1",62.2892894498403,3.95403022880729,1.02069384587554,5.19926224165465e-06,0.00110309593330319
"Prl3b1",1074.51773335592,-8.66605694058433,0.733307753687763,2.32235074523639e-33,3.00558633448494e-29
